candidate_id,name,party,city,1270,1275,1277,1278,1279,1280,1281,1285,1287,1288,1289,1290,1292,1293,1294,1295,1298,1299,1300,1301,1304,1305,1306,1307,1308
143,Carsten Abildtrup Ranum,Liberal Alliance,København SV,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0
145,Frederik Max Krag,Liberal Alliance,Køge,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0
147,Susan H. Møller,Liberal Alliance,Borup,1.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0
148,Ulrik Lassen,Liberal Alliance,Solrød Strand,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,5.0
149,Brian Prehn,Liberal Alliance,Holbæk,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0
150,Nikolaj Brink Olsen,Liberal Alliance,Havdrup . Solrød Kommune,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0
151,Kasper Schneider,Liberal Alliance,Næstved,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0
152,Steffen Larsen,Liberal Alliance,Kongens Lyngby,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0
153,Kim Alexander Jensen,Liberal Alliance,Varde Kommune,1.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0
154,Helena Artmann Andresen,Liberal Alliance,Kolding,1.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,5.0
156,Christian Jørgensen,Liberal Alliance,Fredericia,1.0,1.0,5.0,4.0,4.0,5.0,1.0,1.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0
160,John Rasmussen,Liberal Alliance,Fredericia,1.0,1.0,4.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0
161,Christian Fini Mosegaard,Liberal Alliance,Vejle,1.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0
164,Frederik Klakk,Liberal Alliance,Sønderborg,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0
165,Carsten Bach,Liberal Alliance,Høver,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0
166,Helle Jensen,Liberal Alliance,Viborg,1.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0
168,Svend Stein Olsen,Liberal Alliance,Aarhus C,1.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0
170,Steffen Troldtoft,Liberal Alliance,Bor langt ude på landet.,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0
171,Michael Valbjørn,Liberal Alliance,Kjellerup,1.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0
172,Alex Vanopslagh,Liberal Alliance,Charlottenlund,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0
173,Jens Meilvang,Liberal Alliance,Auning ,1.0,1.0,4.0,5.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,2.0,2.0,4.0,5.0
175,Chris Hvidberg,Liberal Alliance,Aarhus,2.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0
176,Niels Povlsgaard,Liberal Alliance,Odder ,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0
177,Søren Jensen,Liberal Alliance,Aarhus,1.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0
178,Lars Abildskov,Liberal Alliance,Højbjerg,2.0,1.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0
179,Michael Klausen,Liberal Alliance,Aarhus,2.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0
180,Kim Møller-Nielsen,Liberal Alliance,"Voervadsbro, Skanderborg",1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0
181,Steffen Holme Helledie,Radikale Venstre,"Vejgaard, Aalborg",4.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0
182,Jacob Robsøe,Radikale Venstre,København S,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0
183,Susanne Krebs,Radikale Venstre,Aalborg,4.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0
187,Carsten Bedsted,Radikale Venstre,Mårslet,4.0,1.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0
188,Michael Portefee P. Lex,Radikale Venstre,"Grønnegade 8, 9610 Nørager",4.0,2.0,5.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0
190,Hanne Roed,Radikale Venstre,Aarhus N,4.0,1.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0
191,Katrine Robsøe,Radikale Venstre,Aarhus,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0
192,Mathias Sikora,Radikale Venstre,AARHUS N,4.0,1.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0
193,Rune Christiansen,Radikale Venstre,lystrup,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0
194,Bjarke Jensen,Radikale Venstre,"Mørke, Syddjurs",4.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,1.0
197,Line Rasmussen,Radikale Venstre,København ,4.0,1.0,5.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0
199,Jakob Larsen,Radikale Venstre,Odense NV,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
200,Kim Lei-Jensen,Radikale Venstre,Odense,4.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
202,Jan Werner Mathiasen,Radikale Venstre,Nyborg,4.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0
203,Magnus Georg Jensen,Radikale Venstre,København ,5.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0
204,Thomas Markmann,Radikale Venstre,Brønshøj/Husum,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0
205,Thomas Rohden,Radikale Venstre,København ,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0
209,Frederik Rosberg,Radikale Venstre,Frederiksberg,4.0,1.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0
211,Maria Georgi Sloth,Radikale Venstre,København,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
212,Emil Moselund,Radikale Venstre,København ,5.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,2.0
213,Marianne Mortensen,Radikale Venstre,"København, Valby",4.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,1.0
214,Anne-Sofie Sadolin,Radikale Venstre,Roskilde,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0
215,Lars Green Bach,Radikale Venstre,Skovlunde,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0
216,Kashif Ahmad,Radikale Venstre,Valby,4.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0
218,Christina Falkberg,Radikale Venstre,Søborg ,4.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0
219,Brian Køster,Radikale Venstre,Hvidovre,2.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0
220,Stinus Lindgreen,Radikale Venstre,Kongens Lyngby,4.0,1.0,5.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
221,Jens Frost,Radikale Venstre,Herlev,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,1.0
222,Esat Senturk,Radikale Venstre,Hedehusene,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0
223,Zohair Ali,Radikale Venstre,Albertslund,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0
224,Trine Dybkjær,Radikale Venstre,Klampenborg,2.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0
225,Isabel Havndrup Aackmann,Radikale Venstre,Frederiksberg,5.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0
227,Hediye Temiz,Radikale Venstre,Albertslund,4.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,1.0
228,Christian Elkjær,Radikale Venstre,Birkerød,4.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0
230,Christina Thorholm,Radikale Venstre,Hillerød,4.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0
231,Martin Lidegaard,Radikale Venstre,Brønshøj ,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
233,Anne Marie Geisler Andersen,Radikale Venstre,Esbjerg,4.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,2.0
234,Finn Hartvig Nielsen,Radikale Venstre,Næsbyhoved Broby,4.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0
235,Nils Sjøberg,Radikale Venstre,Kolding,4.0,1.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0
239,Simon Bech Munch-Petersen,Radikale Venstre,Aalborg,4.0,1.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Line Krogh Lay,Radikale Venstre,Stevns Kommune,4.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0
242,Edris Qasimi,Radikale Venstre,Sorø,4.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,1.0
243,Mette Hvid Brockmann,Radikale Venstre,Havnsø,4.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,1.0
245,Kristian Stokholm,Radikale Venstre,Rødby (Lolland),4.0,1.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0
246,Sofie Holm,Radikale Venstre,Valby,5.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
247,Troels Brandt,Radikale Venstre,Skælskør ,4.0,1.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0
248,Jeppe Fransson,Radikale Venstre,Roskilde,4.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0
250,Casper Hindkjær,Radikale Venstre,Lind,4.0,2.0,5.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0
251,Philip Vivet,Radikale Venstre,Herning,4.0,1.0,5.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0
252,Johan Brødsgaard,Radikale Venstre,Silkeborg,4.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
254,Kim Pagels,Radikale Venstre,Havdrup,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0
255,Mathias Fuglsang,Borgernes Parti - Lars Boje Mathiesen,Ballerup,1.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,5.0
256,Tim Larsen,Borgernes Parti - Lars Boje Mathiesen,faxe,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0
257,Sanne Pilgaard,Borgernes Parti - Lars Boje Mathiesen,2680 Solrød Strand,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0
258,Jørn Dohrmann,Borgernes Parti - Lars Boje Mathiesen,Kolding kommune ,1.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0
261,Emilie Schytte,Borgernes Parti - Lars Boje Mathiesen,Frederikssund kommune,1.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,5.0
264,Morten Dehn,Borgernes Parti - Lars Boje Mathiesen,Frederikssund ,2.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0
265,Rikke Hansen,Borgernes Parti - Lars Boje Mathiesen,Frederiksberg,2.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0
267,Jacob Harris,Borgernes Parti - Lars Boje Mathiesen,Hedehusene,1.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0
268,Martin Nordstjerne,Borgernes Parti - Lars Boje Mathiesen,Hornbæk,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0
269,Lars Boje Mathiesen,Borgernes Parti - Lars Boje Mathiesen,Aarhus,1.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0
270,Jes Halfdan,Borgernes Parti - Lars Boje Mathiesen,Risskov,1.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,5.0
272,Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,Kæbenhavn,2.0,4.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,5.0
274,John Bjerg,Borgernes Parti - Lars Boje Mathiesen,Pandrup ,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0
277,Victoria Velásquez,Enhedslisten – De Rød-Grønne,Ikke oplyst,5.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0
278,Torsten Ringgaard,Enhedslisten – De Rød-Grønne,Odense,5.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0
279,Reza Javid,Enhedslisten – De Rød-Grønne,Odense,5.0,4.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0
280,Kaj Alstrup,Enhedslisten – De Rød-Grønne,Assens 5610,5.0,4.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0
282,Jesper Kiel,Enhedslisten – De Rød-Grønne,Svendborg,5.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0
283,Vibeke Syppli Enrum,Enhedslisten – De Rød-Grønne,"Ellerup, Gudbjerg Sydfyn",5.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0
284,Bianca Vitting,Enhedslisten – De Rød-Grønne,Frederiksberg   ,5.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0
287,Ibrahim Benli,Enhedslisten – De Rød-Grønne,Herlev,5.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0
288,Caroline Lochow,Enhedslisten – De Rød-Grønne,København V,5.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0
289,Fatih Baran,Enhedslisten – De Rød-Grønne,Brøndby,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0
290,Emil Viskum,Enhedslisten – De Rød-Grønne,Taastrup,5.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0
291,Helge Bo Jensen,Enhedslisten – De Rød-Grønne,Albertslund,5.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0
292,Runa Friis Hansen,Enhedslisten – De Rød-Grønne,Tårs. Hjørring kommune,4.0,1.0,5.0,2.0,4.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0
299,Charlotte Lund,Enhedslisten – De Rød-Grønne,Vanløse,5.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0
300,Reinout Bosch,Enhedslisten – De Rød-Grønne,Valby,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0
